,PSNR,LOSS
0,18.482701050301184,0.016415777
1,19.490258047502117,0.013298249
2,21.669031660735023,0.008058161
3,22.61935809859691,0.006696291
4,22.638816745845848,0.006619739
5,22.653703566889302,0.0065299724
6,22.95155301279531,0.006124494
7,23.823462288234253,0.005330249
8,23.57437944218972,0.005447051
9,23.862815348313852,0.005179218
