,PSNR,LOSS
0,30.815734356557144,0.0012906721
1,30.849706170428362,0.0012722354
2,30.70486396520934,0.001290546
3,31.115329445890584,0.0012291535
4,30.549262705983423,0.0012953088
5,31.149283412664786,0.0012087238
6,31.311074757913936,0.0011840129
7,30.8961494186475,0.0012287823
8,31.18558299507806,0.0011829791
9,31.35650660753601,0.0011622225
